CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7000175,4940,30.0,30.0,Third Party Partner,Small Business,Under Graduate,Male,4,Senior Manager,2.0,Divorced,24699.0,0,5.0,958321.0,West,Yearly,12,2.0
7000176,5439,5.0,27.0,Agent,Small Business,Under Graduate,Male,3,Manager,3.0,Divorced,21755.0,0,7.0,843006.0,West,Half Yearly,2,3.0
7000177,2754,11.0,17.0,Agent,Salaried,Graduate,Female,2,Exe,3.0,Divorced,17213.0,1,1.0,0.0,West,Quarterly,7,3.0
7000178,4226,0.0,4.0,Online,Small Business,UG,Male,3,Executive,2.0,Unmarried,17610.0,0,1.0,621281.0,West,Half Yearly,2,4.0
7000179,1785,4.0,0.0,Agent,Small Business,Diploma,Fe male,3,Executive,3.0,Unmarried,17851.0,1,1.0,207072.0,West,Half Yearly,0,2.0
7000180,2583,10.0,0.0,Agent,Small Business,UG,Fe male,3,Executive,5.0,Divorced,18452.0,0,1.0,268661.0,North,Half Yearly,3,2.0
7000181,2431,10.0,5.0,Online,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,20258.0,0,1.0,457020.0,East,Half Yearly,0,5.0
7000182,5115,26.0,20.0,Third Party Partner,Small Business,Diploma,Male,3,Manager,4.0,Single,24355.0,0,4.0,521684.0,West,Half Yearly,7,3.0
7000183,3824,23.0,19.0,Agent,Large Business,Engineer,Male,4,Senior Manager,2.0,Single,25496.0,0,5.0,413035.0,North,Yearly,3,5.0
7000184,3848,12.0,8.0,Agent,Small Business,Diploma,Male,4,Manager,3.0,Divorced,21380.0,1,8.0,519534.0,North,Yearly,0,3.0
7000185,2472,0.0,7.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Unmarried,17657.0,1,4.0,375741.0,West,Yearly,2,3.0
7000186,3543,0.0,7.0,Agent,Salaried,Graduate,Fe male,2,Executive,4.0,Unmarried,17716.0,0,6.0,460616.0,West,Quarterly,0,5.0
7000187,4128,25.0,21.0,Agent,Salaried,Graduate,Male,3,Exe,2.0,Unmarried,17201.0,0,1.0,0.0,West,Half Yearly,2,3.0
7000188,2154,13.0,4.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Single,21540.0,0,4.0,383412.0,North,Yearly,0,2.0
7000189,1882,2.0,4.0,Agent,Small Business,UG,Male,3,Executive,4.0,Married,18816.0,0,1.0,233318.0,West,Half Yearly,4,3.0
7000190,4861,15.0,24.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Single,20253.0,0,15.0,836044.0,North,Half Yearly,7,3.0
7000191,5453,5.0,11.0,Agent,Salaried,Post Graduate,Male,4,Senior Manager,3.0,Single,25965.0,0,7.0,785182.0,West,Yearly,0,2.0
7000192,3788,8.0,8.0,Agent,Salaried,Graduate,Fe male,3,Manager,2.0,Divorced,19936.0,0,1.0,613630.0,West,Half Yearly,7,3.0
7000193,3333,0.0,7.0,Agent,Salaried,Graduate,Female,3,Executive,3.0,Divorced,17543.0,0,2.0,473310.0,North,Half Yearly,2,5.0
7000194,3046,18.0,12.0,Online,Small Business,Diploma,Male,2,Manager,2.0,Single,20304.0,1,2.0,429430.0,North,Quarterly,4,2.0
7000195,6648,40.0,40.0,Agent,Salaried,Graduate,Female,3,AVP,2.0,Single,0.0,1,5.0,684784.0,North,Half Yearly,2,5.0
7000196,1926,2.0,12.0,Agent,Small Business,Diploma,Fe male,3,Manager,3.0,Married,19260.0,1,1.0,285048.0,North,Half Yearly,3,2.0
7000197,2272,0.0,7.0,Agent,Large Business,Engineer,Male,3,Executive,4.0,Divorced,17476.0,0,1.0,290801.0,North,Half Yearly,0,3.0
7000198,2534,13.0,0.0,Third Party Partner,Large Business,Engineer,Male,3,Executive,5.0,Single,18102.0,0,5.0,304114.0,North,Half Yearly,4,3.0
7000199,1897,11.0,6.0,Agent,Small Business,Under Graduate,Female,3,Exe,4.0,Divorced,17244.0,0,1.0,223827.0,West,Half Yearly,2,2.0
7000200,4067,8.0,4.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3.0,Divorced,22596.0,0,2.0,683303.0,North,Yearly,0,2.0
7000201,4148,21.0,17.0,Third Party Partner,Large Business,Engineer,Male,3,Executive,2.0,Unmarried,17285.0,1,10.0,418988.0,West,Half Yearly,0,4.0
7000202,3246,13.0,0.0,Agent,Salaried,Graduate,Fe male,3,Executive,5.0,Married,18034.0,0,10.0,532364.0,North,Half Yearly,17,4.0
7000203,5179,21.0,26.0,Agent,Small Business,Diploma,Female,3,Manager,4.0,Married,20715.0,0,1.0,528233.0,West,Half Yearly,3,2.0
7000204,1933,0.0,2.0,Agent,Salaried,Graduate,Fe male,3,Executive,5.0,Married,17576.0,0,1.0,309338.0,North,Half Yearly,2,3.0
7000205,4799,10.0,24.0,Agent,Salaried,Graduate,Male,3,Manager,4.0,Single,19197.0,1,1.0,940653.0,West,Half Yearly,1,5.0
7000206,3227,13.0,3.0,Agent,Salaried,Graduate,Male,4,AVP,4.0,Married,0.0,0,1.0,393689.0,West,Yearly,9,3.0
7000207,3874,8.0,0.0,Agent,Small Business,UG,Fe male,4,Manager,3.0,Divorced,18448.0,0,6.0,577238.0,North,Yearly,0,5.0
7000208,3785,8.0,8.0,Agent,Small Business,Under Graduate,Male,3,VP,5.0,Divorced,34406.0,0,0.0,484436.0,West,Half Yearly,2,4.0
7000209,2585,10.0,16.0,Online,Small Business,Diploma,Female,3,Manager,3.0,Divorced,21538.0,0,1.0,333408.0,North,Half Yearly,2,2.0
7000210,3475,21.0,10.0,Agent,Small Business,UG,Fe male,3,Manager,5.0,Divorced,19306.0,0,1.0,441335.0,West,Half Yearly,12,2.0
7000211,4315,26.0,22.0,Third Party Partner,Small Business,Under Graduate,Male,3,Exe,2.0,Divorced,17258.0,0,4.0,815441.0,North,Half Yearly,2,4.0
7000212,4881,29.0,20.0,Agent,Salaried,Post Graduate,Fe male,3,Manager,3.0,Married,19522.0,1,5.0,858968.0,North,Half Yearly,2,2.0
7000213,2923,6.0,3.0,Agent,Salaried,Graduate,Fe male,4,Manager,2.0,Single,19487.0,1,4.0,485226.0,West,Yearly,3,2.0
7000214,4279,4.0,13.0,Online,Small Business,UG,Fe male,3,Manager,3.0,Divorced,19449.0,1,4.0,817247.0,North,Half Yearly,7,3.0
7000215,1894,2.0,6.0,Agent,Salaried,Graduate,Male,4,Exe,5.0,Divorced,17218.0,0,5.0,0.0,North,Yearly,2,4.0
7000216,8549,51.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,VP,3.0,Married,34197.0,1,0.0,897671.0,West,Half Yearly,6,3.0
7000217,6207,19.0,6.0,Third Party Partner,Salaried,Graduate,Female,2,AVP,5.0,Divorced,28212.0,0,4.0,757210.0,West,Quarterly,7,3.0
7000218,2589,13.0,8.0,Agent,Laarge Business,Engineer,Female,3,Manager,3.0,Single,21577.0,0,2.0,396154.0,West,Half Yearly,4,2.0
7000219,4211,8.0,25.0,Agent,Small Business,Diploma,Male,2,Senior Manager,5.0,Divorced,23392.0,0,1.0,774743.0,West,Quarterly,7,3.0
7000220,2151,4.0,2.0,Agent,Small Business,UG,Male,3,Manager,5.0,Married,19558.0,0,1.0,417368.0,North,Half Yearly,8,2.0
7000221,2474,10.0,2.0,Agent,Small Business,UG,Male,3,Executive,5.0,Divorced,19031.0,0,1.0,279565.0,North,Half Yearly,2,5.0
7000222,3445,7.0,21.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3.0,Divorced,22969.0,1,1.0,623608.0,West,Yearly,4,2.0
7000223,3001,0.0,3.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Divorced,17654.0,0,1.0,429169.0,North,Half Yearly,2,5.0
7000224,5995,18.0,12.0,Agent,Salaried,Graduate,Female,3,AVP,2.0,Divorced,0.0,0,9.0,875336.0,East,Half Yearly,4,5.0
7000225,2933,15.0,3.0,Third Party Partner,Salaried,Graduate,Fe male,3,Manager,3.0,Married,19556.0,0,1.0,299207.0,North,Half Yearly,2,3.0
7000226,4851,24.0,19.0,Agent,Salaried,Graduate,Female,5,Manager,2.0,Single,21091.0,0,3.0,868316.0,West,Yearly,2,2.0
7000227,6568,20.0,20.0,Agent,Salaried,Graduate,Female,3,VP,5.0,Divorced,34566.0,0,0.0,873483.0,West,Half Yearly,10,5.0
7000228,3368,17.0,20.0,Agent,Small Business,Under Graduate,Fe male,3,Manager,3.0,Married,19810.0,0,5.0,380550.0,West,Half Yearly,8,5.0
7000229,4100,25.0,25.0,Third Party Partner,Laarge Business,Engineer,Fe male,4,Manager,2.0,Divorced,19523.0,0,2.0,516579.0,West,Yearly,4,3.0
7000230,3276,7.0,0.0,Agent,Large Business,Engineer,Fe male,3,Executive,4.0,Single,18202.0,1,2.0,507836.0,North,Half Yearly,4,4.0
7000231,3123,0.0,12.0,Third Party Partner,Small Business,Diploma,Female,5,Executive,3.0,Married,17351.0,0,9.0,324811.0,West,Yearly,0,4.0
7000232,3006,12.0,6.0,Third Party Partner,Salaried,Graduate,Male,3,Executive,2.0,Divorced,16702.0,1,3.0,0.0,West,Half Yearly,0,0.0
7000233,4956,30.0,15.0,Agent,Salaried,Graduate,Female,3,VP,3.0,Divorced,33041.0,0,0.0,926800.0,North,Half Yearly,12,3.0
7000234,2862,11.0,0.0,Agent,Salaried,Graduate,Fe male,3,Executive,2.0,Married,17886.0,0,2.0,475052.0,West,Half Yearly,2,3.0
7000235,2736,14.0,16.0,Online,Salaried,Graduate,Male,3,Exe,2.0,Divorced,17097.0,0,2.0,0.0,West,Half Yearly,4,3.0
7000236,4310,26.0,26.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3.0,Divorced,26935.0,0,4.0,797276.0,North,Yearly,7,2.0
7000237,3685,0.0,15.0,Agent,Large Business,Engineer,Female,4,Executive,4.0,Divorced,17546.0,0,3.0,368466.0,North,Yearly,1,3.0
7000238,3688,0.0,11.0,Agent,Large Business,Engineer,Male,4,Executive,2.0,Unmarried,17564.0,0,2.0,619658.0,West,Yearly,0,3.0
7000239,5853,23.0,29.0,Online,Salaried,Post Graduate,Female,3,Senior Manager,5.0,Divorced,23412.0,0,1.0,936480.0,North,Half Yearly,8,2.0
7000240,7280,22.0,44.0,Agent,Small Business,Diploma,Male,4,AVP,2.0,Married,0.0,0,3.0,793466.0,West,Yearly,0,3.0
7000241,5448,5.0,16.0,Agent,Salaried,Graduate,Male,4,AVP,3.0,Divorced,0.0,0,3.0,811725.0,West,Yearly,7,5.0
7000242,2108,0.0,4.0,Online,Small Business,UG,Fe male,3,Executive,2.0,Unmarried,17564.0,0,3.0,223414.0,West,Half Yearly,7,4.0
7000243,5053,25.0,10.0,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,5.0,Divorced,25266.0,0,6.0,717554.0,North,Yearly,11,2.0
7000244,3412,20.0,17.0,Agent,Small Business,Under Graduate,Female,3,Manager,2.0,Married,20070.0,0,7.0,614142.0,North,Half Yearly,4,2.0
7000245,3615,7.0,7.0,Agent,Salaried,Graduate,Male,3,AVP,3.0,Divorced,32861.0,0,0.0,571124.0,West,Half Yearly,1,5.0
7000246,2692,5.0,13.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Single,19230.0,0,2.0,387677.0,West,Yearly,3,4.0
7000247,3568,18.0,21.0,Agent,Salaried,Graduate,Fe male,3,Manager,3.0,Single,18780.0,0,3.0,538798.0,West,Half Yearly,0,2.0
7000248,1954,0.0,12.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Married,17768.0,0,1.0,363533.0,North,Yearly,7,5.0
7000249,4814,10.0,19.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Divorced,24071.0,1,5.0,544005.0,North,Yearly,2,2.0
7000250,4360,26.0,17.0,Agent,Salaried,Graduate,Male,3,Senior Manager,4.0,Married,25648.0,0,2.0,436016.0,West,Half Yearly,8,3.0
7000251,4578,5.0,23.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3.0,Divorced,28610.0,1,2.0,856011.0,West,Half Yearly,7,5.0
7000252,4602,14.0,0.0,Agent,Small Business,UG,Male,5,Executive,2.0,Married,18408.0,0,2.0,920400.0,West,Yearly,3,5.0
7000253,2158,2.0,0.0,Agent,Small Business,Diploma,Male,3,Executive,4.0,Single,17983.0,0,1.0,347432.0,West,Half Yearly,2,2.0
7000254,5432,27.0,16.0,Agent,Salaried,Graduate,Male,3,Senior Manager,3.0,Divorced,22632.0,1,2.0,1032019.0,North,Half Yearly,0,2.0
7000255,2731,5.0,14.0,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,3.0,Divorced,24824.0,0,3.0,483323.0,North,Half Yearly,0,3.0
7000256,2745,8.0,3.0,Third Party Partner,Salaried,MBA,Female,3,Senior Manager,5.0,Married,24950.0,1,2.0,510477.0,West,Half Yearly,2,3.0
7000257,4273,4.0,17.0,Third Party Partner,Salaried,Post Graduate,Male,3,Exe,3.0,Divorced,17093.0,0,2.0,0.0,North,Half Yearly,0,3.0
7000258,5496,11.0,5.0,Online,Small Business,Under Graduate,Male,3,Senior Manager,2.0,Single,24980.0,0,2.0,835331.0,West,Half Yearly,7,2.0
7000259,4157,8.0,21.0,Third Party Partner,Laarge Business,Engineer,Male,4,Executive,3.0,Single,18894.0,0,1.0,827179.0,West,Yearly,2,5.0
7000260,3810,19.0,19.0,Agent,Small Business,Diploma,Fe male,3,Manager,2.0,Divorced,19051.0,0,2.0,590581.0,West,Half Yearly,7,5.0
7000261,5412,5.0,32.0,Agent,Salaried,Graduate,Female,3,AVP,4.0,Single,0.0,0,9.0,746849.0,West,Half Yearly,7,2.0
7000262,3185,16.0,3.0,Online,Salaried,Graduate,Male,3,Manager,2.0,Single,21230.0,0,2.0,557288.0,West,Half Yearly,10,2.0
7000263,3549,7.0,7.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Divorced,19717.0,0,9.0,379749.0,West,Half Yearly,9,3.0
7000264,4800,29.0,5.0,Agent,Salaried,Graduate,Female,3,AVP,3.0,Single,28237.0,0,1.0,624038.0,North,Half Yearly,13,5.0
7000265,2251,7.0,11.0,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3.0,Divorced,18755.0,0,1.0,402857.0,West,Half Yearly,7,2.0
7000266,3885,19.0,4.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Single,21582.0,1,3.0,388476.0,North,Half Yearly,5,5.0
7000267,2913,12.0,9.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,5.0,Divorced,22406.0,1,5.0,311667.0,West,Half Yearly,8,2.0
7000268,3763,8.0,19.0,Agent,Salaried,Post Graduate,Male,3,Manager,4.0,Divorced,19805.0,0,1.0,492946.0,North,Half Yearly,7,5.0
7000269,3903,0.0,20.0,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3.0,Married,17741.0,1,8.0,597162.0,West,Half Yearly,0,5.0
7000270,3660,18.0,15.0,Agent,Laarge Business,Engineer,Male,3,Manager,2.0,Married,19262.0,0,7.0,409895.0,West,Half Yearly,2,5.0
7000271,7796,16.0,39.0,Agent,Small Business,Under Graduate,Female,2,AVP,3.0,Married,0.0,0,23.0,1372096.0,North,Quarterly,5,2.0
7000272,6374,25.0,25.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,26557.0,0,1.0,898689.0,West,Yearly,1,3.0
7000273,4051,16.0,16.0,Third Party Partner,Small Business,Diploma,Male,3,Executive,4.0,Unmarried,16878.0,1,1.0,0.0,North,Half Yearly,0,0.0
7000274,3630,18.0,15.0,Online,Salaried,Post Graduate,Male,5,Senior Manager,5.0,Married,25932.0,0,9.0,602660.0,West,Yearly,1,5.0
7000275,3926,12.0,24.0,Online,Salaried,Post Graduate,Female,4,Manager,3.0,Single,21811.0,1,5.0,663491.0,North,Yearly,7,2.0
7000276,3475,10.0,10.0,Agent,Small Business,UG,Male,3,Manager,3.0,Married,19306.0,0,2.0,423960.0,West,Half Yearly,0,5.0
7000277,2582,10.0,3.0,Agent,Small Business,Under Graduate,Fe male,3,Manager,3.0,Single,19859.0,0,8.0,487936.0,North,Half Yearly,3,4.0
7000278,2237,13.0,11.0,Agent,Salaried,Graduate,Male,2,Manager,2.0,Single,20337.0,0,2.0,366879.0,North,Quarterly,7,3.0
7000279,3121,0.0,16.0,Agent,Large Business,Engineer,Male,5,Executive,2.0,Unmarried,17340.0,1,2.0,390150.0,North,Yearly,0,3.0
7000280,2699,13.0,5.0,Agent,Large Business,Engineer,Female,3,Senior Manager,2.0,Single,22491.0,0,4.0,450720.0,West,Half Yearly,2,5.0
7000281,4595,18.0,14.0,Third Party Partner,Small Business,Under Graduate,Female,3,Senior Manager,3.0,Divorced,25527.0,0,6.0,785721.0,West,Half Yearly,2,3.0
7000282,3160,6.0,16.0,Agent,Salaried,Graduate,Female,3,AVP,5.0,Divorced,0.0,0,4.0,470766.0,North,Half Yearly,8,5.0
7000283,4052,12.0,12.0,Online,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Married,23834.0,0,1.0,660440.0,North,Half Yearly,7,2.0
7000284,4938,10.0,30.0,Agent,Laarge Business,Engineer,Male,3,Manager,5.0,Married,20577.0,1,8.0,523479.0,North,Half Yearly,9,4.0
7000285,3350,13.0,10.0,Online,Salaried,Post Graduate,Male,2,Manager,3.0,Divorced,19707.0,0,5.0,345070.0,West,Quarterly,2,3.0
7000286,2784,0.0,17.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,17400.0,0,1.0,373056.0,West,Half Yearly,1,4.0
7000287,3475,14.0,7.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,24824.0,0,3.0,364913.0,North,Half Yearly,0,3.0
7000288,4504,18.0,5.0,Agent,Salaried,Graduate,Female,3,Manager,4.0,Divorced,21447.0,0,7.0,761154.0,North,Half Yearly,3,2.0
7000289,7935,40.0,8.0,Agent,Salaried,Graduate,Male,4,VP,3.0,Married,34502.0,1,0.0,936384.0,West,Yearly,9,3.0
7000290,3368,0.0,13.0,Agent,Small Business,UG,Male,2,Executive,2.0,Divorced,17725.0,1,1.0,660079.0,West,Quarterly,4,4.0
7000291,3404,20.0,14.0,Agent,Small Business,Diploma,Male,3,Manager,4.0,Divorced,21272.0,0,6.0,653476.0,North,Half Yearly,4,3.0
7000292,2569,8.0,13.0,Agent,Salaried,Post Graduate,Male,4,Exe,4.0,Divorced,17127.0,0,1.0,0.0,North,Yearly,0,3.0
7000293,3320,3.0,7.0,Third Party Partner,Small Business,Under Graduate,Male,3,VP,4.0,Divorced,33200.0,0,0.0,574360.0,West,Half Yearly,7,2.0
7000294,3761,15.0,8.0,Agent,Small Business,Under Graduate,Male,3,Exe,3.0,Divorced,17096.0,0,8.0,0.0,West,Half Yearly,6,3.0
7000295,3935,16.0,0.0,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3.0,Divorced,17886.0,1,8.0,609913.0,West,Half Yearly,2,4.0
7000296,3066,12.0,3.0,Third Party Partner,Salaried,Graduate,Male,4,Exe,5.0,Divorced,17033.0,0,2.0,0.0,North,Yearly,0,0.0
7000297,4283,17.0,17.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Divorced,18622.0,1,13.0,543949.0,West,Yearly,3,2.0
7000298,3270,13.0,16.0,Agent,Small Business,UG,Male,3,Manager,5.0,Married,19233.0,0,1.0,336770.0,West,Half Yearly,2,2.0
7000299,4670,9.0,19.0,Agent,Salaried,Post Graduate,Male,4,Manager,2.0,Single,18681.0,0,1.0,574441.0,West,Yearly,2,2.0
7000300,3478,17.0,21.0,Agent,Small Business,Under Graduate,Male,2,Manager,2.0,Married,20460.0,0,1.0,573903.0,North,Quarterly,7,5.0
7000301,4297,13.0,21.0,Agent,Small Business,Under Graduate,Female,4,Exe,3.0,Married,17187.0,0,2.0,0.0,North,Yearly,3,2.0
7000302,2952,3.0,3.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Divorced,24602.0,1,5.0,560926.0,North,Half Yearly,0,3.0
7000303,2675,5.0,0.0,Agent,Salaried,Graduate,Fe male,4,Executive,4.0,Unmarried,17836.0,0,2.0,313022.0,West,Yearly,0,4.0
7000304,4009,4.0,16.0,Agent,Salaried,Graduate,Fe male,3,Manager,2.0,Divorced,19089.0,0,1.0,400869.0,West,Half Yearly,2,2.0
7000305,3795,11.0,19.0,Agent,Salaried,Post Graduate,Male,4,AVP,2.0,Married,0.0,1,1.0,508562.0,West,Yearly,0,3.0
7000306,3700,0.0,11.0,Agent,Salaried,Graduate,Fe male,3,Executive,5.0,Unmarried,17619.0,0,11.0,736298.0,West,Half Yearly,0,2.0
7000307,3722,11.0,22.0,Third Party Partner,Small Business,Under Graduate,Male,3,Manager,3.0,Married,20679.0,1,1.0,528555.0,North,Half Yearly,7,3.0
7000308,7601,46.0,46.0,Agent,Salaried,Graduate,Female,4,AVP,5.0,Divorced,0.0,0,6.0,760050.0,West,Yearly,2,4.0
7000309,2308,9.0,7.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Single,20985.0,0,3.0,260844.0,West,Yearly,2,5.0
7000310,4219,0.0,8.0,Agent,Large Business,Engineer,Fe male,3,Executive,3.0,Married,17579.0,1,2.0,729880.0,West,Half Yearly,6,5.0
7000311,4330,17.0,0.0,Agent,Small Business,Diploma,Male,3,Executive,5.0,Married,18041.0,0,2.0,549890.0,West,Half Yearly,2,5.0
7000312,3320,10.0,0.0,Agent,Laarge Business,Engineer,Male,3,Executive,3.0,Single,18447.0,0,1.0,332046.0,West,Half Yearly,2,2.0
7000313,3451,7.0,7.0,Agent,Salaried,Post Graduate,Male,3,VP,2.0,Divorced,34513.0,1,0.0,635039.0,West,Half Yearly,1,2.0
7000314,1777,0.0,4.0,Agent,Small Business,UG,Male,3,Executive,3.0,Divorced,17773.0,0,2.0,188394.0,North,Half Yearly,2,2.0
7000315,5526,6.0,6.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Married,22104.0,0,8.0,1044414.0,West,Half Yearly,2,2.0
7000316,5331,11.0,21.0,Agent,Salaried,Graduate,Female,3,Manager,2.0,Divorced,21322.0,1,2.0,772923.0,North,Half Yearly,5,5.0
7000317,4271,17.0,4.0,Third Party Partner,Small Business,Under Graduate,Female,3,Exe,3.0,Married,17083.0,0,2.0,0.0,North,Half Yearly,0,3.0
7000318,2806,3.0,14.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Single,23381.0,0,1.0,451721.0,West,Half Yearly,10,2.0
7000319,4069,0.0,20.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Divorced,17691.0,0,5.0,545237.0,West,Half Yearly,8,3.0
7000320,2121,4.0,13.0,Third Party Partner,Salaried,Graduate,Fe male,3,Manager,5.0,Divorced,19286.0,0,5.0,324583.0,North,Half Yearly,0,2.0
7000321,2825,0.0,3.0,Agent,Salaried,Graduate,Fe male,3,Executive,2.0,Divorced,17659.0,1,1.0,302322.0,North,Half Yearly,2,2.0
7000322,6109,37.0,12.0,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3.0,Divorced,24434.0,0,11.0,946818.0,West,Half Yearly,8,2.0
7000323,4318,17.0,26.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,20561.0,0,10.0,742663.0,North,Half Yearly,2,2.0
7000324,3896,4.0,4.0,Agent,Salaried,Graduate,Male,5,Manager,2.0,Single,21646.0,0,8.0,650679.0,West,Yearly,8,5.0
7000325,4545,23.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,2.0,Married,22725.0,0,5.0,577215.0,East,Half Yearly,7,5.0
7000326,5917,6.0,36.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Divorced,25725.0,0,4.0,863846.0,West,Half Yearly,1,3.0
7000327,4292,9.0,4.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Married,23847.0,1,3.0,858492.0,West,Yearly,2,4.0
7000328,3579,21.0,7.0,Agent,Small Business,Under Graduate,Male,4,Exe,2.0,Unmarried,17045.0,0,1.0,0.0,West,Yearly,1,0.0
7000329,2241,11.0,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Single,16009.0,1,6.0,280158.0,West,Half Yearly,1,5.0
7000330,3119,6.0,0.0,Third Party Partner,Salaried,Graduate,Male,3,Executive,5.0,Single,18348.0,1,5.0,570806.0,North,Half Yearly,7,5.0
7000331,2442,10.0,12.0,Online,Salaried,Graduate,Male,4,Executive,3.0,Divorced,16281.0,0,2.0,317480.0,West,Yearly,0,2.0
7000332,3920,20.0,0.0,Agent,Small Business,UG,Male,2,Executive,5.0,Divorced,17819.0,0,9.0,544905.0,West,Quarterly,2,4.0
7000333,2382,7.0,14.0,Agent,Salaried,Graduate,Male,2,Manager,4.0,Divorced,19851.0,0,2.0,266797.0,West,Quarterly,2,4.0
7000334,3235,6.0,13.0,Agent,Small Business,Diploma,Fe male,4,Manager,2.0,Single,19028.0,0,4.0,336415.0,West,Yearly,5,2.0
7000335,2835,0.0,14.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,2.0,Married,17720.0,0,7.0,530182.0,North,Yearly,8,2.0
7000336,3006,9.0,18.0,Agent,Small Business,Diploma,Male,2,Manager,4.0,Divorced,23120.0,0,2.0,498930.0,West,Quarterly,2,3.0
7000337,2947,15.0,3.0,Third Party Partner,Small Business,UG,Fe male,2,Manager,2.0,Married,19647.0,1,1.0,294705.0,North,Quarterly,4,2.0
7000338,2362,5.0,7.0,Agent,Salaried,Graduate,Male,2,Executive,2.0,Single,19680.0,0,1.0,375494.0,North,Quarterly,0,4.0
7000339,2369,9.0,0.0,Agent,Small Business,UG,Male,2,Executive,3.0,Divorced,18221.0,1,3.0,286616.0,North,Quarterly,8,2.0
7000340,5433,22.0,27.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Single,23621.0,0,2.0,912715.0,West,Yearly,7,2.0
7000341,3720,19.0,11.0,Agent,Salaried,Graduate,Fe male,3,Manager,3.0,Single,19577.0,0,3.0,710449.0,North,Half Yearly,0,2.0
7000342,4302,22.0,4.0,Agent,Laarge Business,Engineer,Fe male,4,Manager,3.0,Single,19553.0,0,6.0,486088.0,North,Yearly,10,2.0
7000343,3875,19.0,19.0,Agent,Small Business,Diploma,Male,3,Manager,2.0,Single,20396.0,0,8.0,585161.0,West,Half Yearly,8,4.0
7000344,4359,9.0,13.0,Third Party Partner,Laarge Business,Engineer,Male,3,Manager,3.0,Divorced,21796.0,1,8.0,754142.0,West,Half Yearly,3,5.0
7000345,2941,12.0,6.0,Agent,Salaried,Graduate,Female,2,Manager,2.0,Single,22625.0,0,4.0,373539.0,West,Quarterly,8,2.0
7000346,3810,8.0,19.0,Agent,Salaried,Graduate,Female,3,Senior Manager,5.0,Divorced,22412.0,0,3.0,735338.0,North,Half Yearly,7,4.0
7000347,4185,8.0,8.0,Agent,Salaried,Graduate,Female,3,Senior Manager,2.0,Single,26159.0,0,10.0,506438.0,West,Half Yearly,7,2.0
7000348,2794,14.0,6.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Single,19960.0,0,5.0,318562.0,West,Half Yearly,7,2.0
7000349,4331,4.0,13.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,5.0,Divorced,25475.0,1,3.0,606305.0,West,Yearly,12,5.0
7000350,5367,5.0,5.0,Agent,Salaried,Graduate,Male,2,AVP,3.0,Divorced,0.0,0,2.0,745946.0,West,Quarterly,3,2.0
